"","1","1","1","1","1","12","12","12","12","14","14","14","14","14","19","19","19","19","19","22","22","22","22","22","23","23","23","23","23","25","25","25","25","25","37","37","37","37","37","38","38","38","38","38","41","41","41","41","41","42","42","42","42","42","45","45","45","45","45","47","47","47","47","47","48","48","48","48","48","49","49","49","49","49","50","50","50","50","50","51","51","51","51","51","6","6","6","6","6","8","8","8","8","9","9","9","9","9","C","C","C","C","C","R","R","R","R","R","S","S","S","S","S","SD02","SD02","SD02","SD02","SD02","SD04","SD04","SD04"
"1",15316.5448152883,18307.534377951,16697.948688108,14999.0589611017,17001.6796543575,2446.23175686332,1406.07442743389,1083.68073292894,832.888427376771,1500.59178862117,3051.1187887362,3329.75563808594,919.770403794509,926.839054199805,2537.83224961335,2415.908079421,2822.38213783308,1861.88903588241,3291.45045480581,916.625412960583,1062.38950925093,1046.27353335571,1762.11133628552,702.337214281522,7336.78010954986,7006.38730176906,7196.20028326184,8745.0171345634,9277.43125641642,1940.31608401372,2404.65406166272,2280.81796313946,2452.335538405,2087.51670728948,11246.249059082,15797.7379642522,17851.161446882,13500.3906289072,15636.3076120846,2734.93692531175,1856.67727402594,1969.78203797023,2385.36781776146,2626.61816181907,8131.52291576522,10843.7157690048,16986.1100691742,8533.33130052302,8245.40585189584,13171.1270454633,11364.9009562665,13507.5790388916,15498.0363815977,15695.270272943,4686.75979579504,3654.07773484976,7210.99014089688,6849.64675679882,7163.44752548577,9792.25719611274,2942.72129801872,10164.6816380633,2089.53188220082,6985.25217502144,8226.41181442436,3450.43187353516,9885.93377019199,9974.63895025165,8608.9384963735,4181.05788569789,2934.47188682018,1852.30665164576,4023.5039890408,2825.64933508379,9096.69667226098,11351.313964624,15336.2442027619,14396.2858706216,15355.1906801147,4347.56918873683,2970.81303482788,2025.71043231358,1603.0208110143,3382.60800778698,1788.00178365653,1557.98156172532,1622.00244542264,1339.78109356103,1242.85082863128,975.954602701041,1509.21086851619,2576.77519044917,1930.94929709645,8660.61770208648,9365.38967790424,7788.25675919966,11022.3701943794,6147.94590935051,1757.75908346616,2749.18607139464,2506.44012161724,6222.68721417397,6592.49519735847,15893.534211731,19032.3090910121,30803.5375735819,27716.2407691155,22850.9852643422,11323.3264607029,18328.7173472761,25641.8216973515,23176.6757320731,25307.364191552,3717.43339949681,3417.25239271663,3469.26674812709,3455.69789330823,4148.69146646929,5805.00993130148,13334.2179467604,3733.88897138323
"2",27403.6717684283,28812.5968657012,26414.2815884801,28351.4607201078,26554.3855406256,1614.97481089675,1704.82620831191,1682.08535261127,1873.07502154977,1876.72752197266,2073.9009271807,1717.85456612723,1675.42185293085,1767.74964069279,1728.9248193498,1775.43653991263,1949.45299442705,1883.78549557604,2454.86823995929,2103.9863036787,2341.12883819258,1955.9600322113,1892.33443325675,1501.03343566766,27250.0029929894,28105.49893864,25732.7482920246,27025.9153018106,24832.508857649,26064.3351875262,28991.0834550518,30163.1169028703,26915.5237945723,32014.724462195,25920.7239702384,23434.4632849904,27696.3257854406,27951.4198221519,31501.9386858532,18727.1263236436,18457.1281117172,18689.3435912432,19381.5353090337,20229.2830691143,18936.1891419853,21093.4642786516,22775.9603948991,22348.5518848316,23319.0120923804,25576.7726079665,27102.9695544575,27733.6155637967,26588.3015565246,26511.1138558918,27986.5478478871,27071.9200003988,27591.5957308422,30057.8726775864,28198.46538745,27103.3893487655,29772.6900594672,31437.1409754779,32204.478116102,29284.4902235985,30022.9544486209,27262.1019746488,30520.6962862563,30115.6180118699,27357.3689668998,2169.79768370819,1934.75406722369,2153.43657694778,2416.61056190405,2200.42532502093,21827.3470066867,20896.5200212602,18841.4720616545,16930.3358542514,19628.9602571559,2068.90447138526,1710.64899155971,1841.47771122306,1479.17380719531,1527.74810589011,29955.9829107304,28256.0864753471,26728.6552560609,27819.0828158435,26544.4594541687,1944.18342535575,1657.44249169693,1797.7843173927,2259.22417717087,29290.0026184387,25072.5103756963,24526.8571200076,24750.9760856566,21928.7239231714,1329.53966674118,1526.82158960047,2359.26072111119,2344.78140001754,2235.30801638881,2550.28168847656,3349.23671115069,4869.83857002498,7035.16792385649,3152.36426185662,1895.68520999451,2221.70380691743,3963.70632666495,2968.50121794537,2222.79844252559,24479.56578125,23057.1422714248,26143.3323505768,23687.3857477301,23300.0476256002,24398.4466868295,27822.6452517687,25205.148014495
"3",42303.9926049239,38589.5991190112,47714.1275264053,42117.9868799415,48110.5189421273,5457.3117802772,7896.51442473806,7052.74572704107,9158.32131862793,100560.351363403,174302.033280473,149434.308554017,87078.7779589434,68352.6267201529,5258.4122803931,5695.79943886762,5400.89300370259,4375.54588769708,8832.05851876931,11920.5203852278,14454.8817251587,16554.9921339393,8218.32759591193,9060.64762567138,18544.2475544717,28244.5328479989,19055.7038798218,20203.9922550478,29957.2953591025,4348.66384590894,6808.90046037486,2964.99983282187,10846.7242020464,4091.31114669274,24515.9672543618,25178.837258319,46655.1114327987,57167.0562689819,32179.3741287661,7663.09807301911,9197.84262454151,10387.547683432,10552.4000522975,12779.6078711279,34741.5638361234,31961.6858112357,73726.1641652454,19660.9346950894,23365.191680295,87674.7860317124,64135.8118193688,51602.5853771574,56723.4008412487,39273.4468724313,17676.7152464979,9910.51523244158,16909.8286501451,18655.0994189747,19103.5846988133,67729.5465270779,90999.2716256823,42290.5933641348,91728.9620780581,60275.4458379439,44280.0270031223,43449.0789002759,43019.1413322909,28502.7960670581,47167.7115268453,13169.8981939745,12058.4160458374,15656.0273004801,17853.5162445443,13756.3140271047,23887.8910821501,22926.1957389117,36169.0685411789,33677.2055589535,32147.9612006938,18832.974229138,9334.40744558751,12510.8334151327,9710.72184935317,7019.20739543932,148.532023255814,158.144113943411,162.055104651163,254.168313953488,238.379720930233,7122.48423884766,6285.83596022415,7847.34069485714,8842.79036141187,18066.8752484915,22324.1091995321,29061.6195258873,28205.3027245801,27994.6703912189,143.132872093023,183.727372093023,114.22361627907,228.00142936813,237.570148784549,190.04723255814,155.747441860465,187.896168077691,117.368837209302,166.143441860465,90.2953488372093,151.229127906977,186.030397089759,111.960465116279,61.3960930232558,8529.86967941178,5950.11114667316,6361.42993579705,6426.85299238904,8110.8429918119,54038.6380479519,49267.4913424353,74806.7311233049
"4",196471.316926119,208449.512718794,179041.248066757,185708.550315776,185546.950840291,99101.1781441143,113486.511158162,104296.849652665,107779.025431021,175834.825934874,191205.848157566,203606.602656797,227076.556713017,193127.9078611,68039.5918511025,78486.603737173,65598.5229134216,65953.1890048505,68393.8050144469,100128.139750955,113975.847780826,109725.422004531,101427.287624876,105998.579699246,135323.156871951,125216.498954621,127445.995574857,140817.201154599,133563.582399287,67057.5395206218,68314.0010800516,64465.7894929885,61118.5167140653,71287.7378692198,163428.699979095,160707.354375512,166019.562892122,159251.266214332,16816.4509296944,103814.122192855,108211.739378648,104978.110460757,108772.031644643,110926.270191649,149431.648771729,156441.424615674,159184.340114363,146654.566414461,146295.416559964,125960.147460703,149672.688787893,153146.526052964,146272.850143645,161535.669296064,143758.628254031,137162.892991044,135145.555202752,152896.002738686,142087.898514733,119684.12370031,126060.940410172,143725.846401925,118121.867687143,138028.807434459,135375.807590337,96289.6234481838,125891.572796527,138310.082270916,115905.986672522,95415.5562430531,92841.9071886967,88824.7742374901,94645.3202128867,94511.5850895996,48116.0129543001,44973.1037232125,50030.0627085569,43037.3579047366,48780.5388779032,87183.741626254,91839.1559675895,85437.9640822952,87160.1382124955,82996.9178248049,102587.262617544,97971.4230725867,92767.4042446022,100370.383034436,95944.5821058689,68078.7594077318,75192.6535470589,67458.1315846939,74164.3819480546,31085.5936457004,29306.9214647569,33228.9304024722,32185.1234623793,29589.6641874525,62574.2736472628,61667.6454101362,66345.0334378323,63637.6750819418,69702.9594611719,2113.335045283,3092.97513216928,1883.79172338172,1878.2493101032,2132.54905075382,2174.42806730613,1578.32352167531,1343.67801267136,1512.28059361971,1471.11169633914,82651.9641962621,74347.029366807,81053.0402527474,79031.7228772934,88891.9534874314,165340.01817334,174899.069822559,158480.300824817
"5",3631.8485292035,4215.77090095156,3890.03456437979,3426.31419348675,3695.05479616616,640.814567112709,483.304268679532,631.34620205438,628.953248536543,553.931386133714,514.754850828256,668.08863590726,580.57498447765,511.576763366927,524.240921081999,2819.11721405605,557.42400568598,580.157452414897,512.589883217883,740.627978943782,520.528586884911,741.740012223087,656.788590360499,603.567836889787,3979.4173051626,4743.04597870146,4503.80381455515,4381.1841310656,4250.45094684531,1878.58278259277,4562.20426593018,1472.01336929757,4484.47492928961,4307.17594602273,3398.05209960937,3698.86294553569,4079.13924234237,3995.85220885953,1361.9198653939,6101.8243056065,4110.09320400862,3425.58611522907,5117.97133081679,3466.09142941899,1356.32134801654,1442.59928342368,1426.29156406472,1580.21794003227,1296.47141408072,6405.52844725053,6185.84031816488,6048.72651303246,6872.82857289055,1678.23192696236,4078.3076274747,3422.06217645264,3560.55587212118,4526.53192925729,3934.32790258356,3739.768652377,4249.34183693348,4318.20782574761,4541.69218195204,4576.8525494364,4788.05871145994,3372.4180822491,4126.40141347037,4150.68695687274,4688.55555936964,427.833231714422,557.711253727927,588.109679266859,627.764326646285,504.389946048793,6726.08703528363,6446.42986258395,7074.32005958235,2924.0510769143,6474.56984644387,492.133914925315,583.379234111208,524.095495281162,517.084269037047,433.451587480004,5853.10118481263,5344.28771558727,4761.28773930974,5254.49900843826,4624.59128399381,520.004088838057,519.913881949685,689.975802739613,902.384897568647,7485.85803124656,8399.96983449369,7745.16356543515,7927.20610437376,7960.41290329548,393.398802370938,564.953876132339,498.117640229638,486.453045885684,384.035821568731,610.139781971946,622.062309909194,558.197020733734,633.600726127625,607.491411821052,517.542253580577,625.296763230964,501.790482856637,629.090916429662,557.157391965268,6045.58076531703,4583.16500710559,4594.97665309525,4599.98077721071,4973.28634328222,3140.77785201899,3489.9220636287,3456.73839659951
"6",143412.587286013,157501.032352768,128416.809111017,137536.744534954,147495.078388897,45091.7045350298,48106.38535454,48959.5005088457,53454.0939674232,41227.9374219085,36544.4305818727,42146.7717625526,43965.7232676252,40269.6459024651,52471.4249574137,49707.7813030168,52019.2911171596,47578.6793642729,50507.0844127432,50588.6219817155,48351.2153453941,49925.1596124982,43991.5363774265,53145.2635546186,175615.086044747,175041.162519035,163017.27093861,169284.970713239,179690.427686013,198882.841709913,208435.306197303,177844.303320989,197205.797766477,202236.853084158,127908.479039401,144761.604151865,148792.967061786,143880.43992766,161008.59038645,45938.6212632372,47946.1865344385,50647.1440114658,48318.4127805749,48054.8591339986,72195.9024131719,72905.9453710442,73753.0305358225,65128.9642417526,67298.6369099288,331473.667313835,280025.09770829,287219.903798595,300045.078859209,292512.057363726,159614.520077041,134440.423410147,161022.517998884,190382.11867848,174542.003226336,196488.927320268,208395.08031449,210442.233421029,189473.324087412,203326.752579792,190498.192970422,157460.230464491,179821.452333584,196028.810433192,185148.941710023,46685.2185069424,48140.3948876233,44323.6681055407,49220.9468333152,51479.8520189209,225218.527587141,200411.963689636,247755.688458551,220838.224548387,218554.089723556,44113.5458207085,36290.9138090067,27533.921979909,41011.8872980042,35009.5159103652,207336.785802506,209246.858672712,189928.955998214,187907.032466582,186921.586229534,50402.7130536573,50159.3744104967,51830.9332471696,51687.0561896149,367794.391050599,345422.973306919,347654.216412686,360087.830203942,299409.51097364,38449.1786687911,43146.7683711945,37292.2774240752,43354.7119947907,43098.0917229462,37397.487904963,38899.4824162671,33614.5695788038,34130.6316737818,31095.0766200889,31594.7171236729,47567.5705594058,40151.3992824052,43749.718221487,43228.7810939059,201539.126370412,160829.372200035,163294.620555696,187997.294681887,195070.503807891,124651.853828794,146338.777662735,153501.382198434
"7",11954.8408328786,14890.2010350082,11718.6107741327,11720.854900411,12195.8727622164,1276.30276419135,1113.03898337308,1160.95421780216,1231.81477652785,990.767783782062,1049.12311194925,1330.39726870189,939.723843678418,924.482137232107,1100.78512110452,1036.7350933719,1080.33016671226,1313.1331760945,1246.5131186317,903.38766553688,1183.56958024642,995.997373412637,1236.98231951052,1191.43000896858,12989.1877643361,10634.8428654526,9943.00805170603,11786.4418463679,12730.8995994119,10723.0126741865,12100.6579464731,9567.3756634196,11441.3263356934,12462.0831998155,6529.2962239263,10396.5287982155,11481.0890905582,8139.89842700022,12286.5503544774,118446.2838983,88364.6964061017,87821.2976324707,115875.565723111,113238.945641981,4854.38299504314,5377.14566209636,6087.59200017593,4780.91665323145,5041.26503815819,18994.1759719849,16490.7957051581,16355.0252420197,17322.397483193,17599.9233129681,12113.4119012496,8668.16806657589,10698.2596012174,11384.6206766271,12871.8375088187,10357.4256263623,12798.7027473815,12313.603386068,9048.33270711945,12565.047511949,11983.1386239807,10836.1792693192,12803.6609736753,14870.1514371007,13545.409081072,1371.95894586316,937.066192433077,958.733060715619,1127.52115345001,1118.42718575077,12729.7600938573,10719.2300960092,13818.7512749406,12251.094352348,11625.1115138472,786.479634228538,761.139691577238,797.427382293701,970.051401860742,753.613611198874,14313.9479001832,16934.0045454896,14719.7639220643,12916.7973763131,13255.9587126435,1148.28212696345,1214.8453705487,1188.31315775434,1014.86905287103,29387.8659455872,26561.0707364577,24527.4659372921,25929.8393453158,22118.4931580497,836.649236686707,869.527801225326,716.455137130064,1018.65332815933,744.548111747293,706.973021796731,559.034913994957,680.198061773861,777.232886665737,566.02229964806,412.258472669489,517.116448321623,474.53252426327,514.039613940183,513.2303820996,13953.8561296942,11122.6818538827,11515.9066411292,12418.541013903,12572.9013468641,7355.72182741809,9805.61995080826,11964.7542760941
"8",20230.3542984683,22249.7652045569,18625.5092045938,18278.5968246249,18403.5838179321,10102.4315365574,12330.6405944559,11219.639940979,11079.675032959,17834.4542392007,19534.4794348351,21343.9111510652,22519.4364586839,20166.1084667865,8186.13290845522,8630.03253079622,6941.0902173714,7124.32210158068,7316.94171311354,10608.4746032921,11635.4167961271,11794.164964305,10864.664418222,10517.411862321,13136.435986661,16283.0101410886,13496.5976165888,16641.1817293144,13621.52155578,10561.6678683817,10042.9986821608,11246.8399899106,8485.21270622187,6900.14670346813,17022.3383258269,16609.3245693062,17888.7783092336,15563.4275389579,18518.8897742727,11256.2538426798,12012.4064656126,13718.3939088082,13434.8358213076,11499.3701786307,14624.812409668,16385.8692143362,17134.300543243,15217.5608621657,14251.6536691509,13056.1691418586,15645.626669909,17380.4855320582,15903.6809616895,16449.8359570312,15401.8895569763,14526.1880790863,14855.5097982444,16441.5817868771,15490.6018040549,13214.4078723943,13338.0142609755,18479.5125570825,16030.6483092412,14039.9454187412,16873.3908726404,12644.3865798539,13431.1706489894,17330.4760428308,11878.3479735392,9902.62848691406,10253.4570943139,9645.04682736141,9686.5062633322,10549.0137077537,7744.65075819729,7452.05761384582,7065.2024796461,6270.3622107597,5542.78728206165,9000.68474119999,9742.10782537112,8502.03666238942,9325.76194355955,8919.15905975811,11184.1071072669,13167.2451672098,11793.4206236042,10845.2974732309,12441.5484004357,7217.07951607082,7668.85258445673,7366.32091385286,7727.91158167035,6884.62456962652,5656.97281650444,6051.95085556485,6606.10687785538,5935.35528850522,6814.39397136522,6458.62751727826,7401.43613501507,6470.89060757844,6949.16717955482,477.397376879104,763.636303201427,518.844712034185,549.735334240457,612.052363556558,570.267510233128,429.879351439103,504.266971516485,638.538319666323,466.208472231658,10655.3521693805,10811.4630680149,11492.4031152084,9428.91635140686,8984.76671992111,16943.9787077843,17961.0779731527,16631.4105359014
"9",5100.40574389191,5023.88207830924,4588.52843912449,5646.56861025581,6459.57970447655,1307.4244834549,1267.11585079746,1506.63820781746,957.99957047596,1527.34745767784,1563.74702440567,1546.10561743622,1036.9407485363,1140.81523718948,1522.02701718292,2106.19928650169,1399.18096766567,1558.22100408325,1940.89721560516,1869.80975911331,1418.9749528244,1521.59314550323,1163.50259078598,1598.29761668625,6271.77302945137,5202.14108387116,6545.9486074791,5902.24276025391,4644.30632833011,7513.37482360268,5092.1477625377,5993.89367346402,5189.12046690559,5764.49965123902,6320.54050902231,5820.37540576341,4620.41882958679,5042.15615481872,6045.43527009583,5225.31642616577,3442.42862316971,4126.35058184052,4088.51247645721,3780.13682283516,5294.81147913208,4729.14433733368,6365.33169765625,5197.3054303303,4607.6715469162,5242.03533468933,5479.97502288208,3956.30556117091,4493.96741644306,4070.74001219177,7616.88004110336,6139.55760886116,4660.67477628937,5376.42815479946,4932.55880519005,6611.65881918907,4657.08418576276,5505.66483544224,5434.84859148598,5620.8487725708,7300.32408415616,5728.14302183704,6306.6251630785,5300.38103034307,4802.78178090191,1347.93224001465,1331.69646767597,1458.86848078613,1702.80755136299,1049.10667196102,6146.50290373993,4330.28964027176,5317.81812077865,3885.55428260233,4332.63388895221,1644.6599600359,1565.93205050125,1253.7248809557,1504.59351027889,1434.65613146439,5426.52749995937,4540.0671646759,5088.45064217377,4437.55246977985,3934.13882355561,1649.32162866383,1328.43197123642,1703.63839459534,1451.01395967388,6224.1378077507,4729.2298140152,5463.56292750549,5353.68654334984,6108.1984383316,1208.46237950134,1107.71361832466,1273.65061061401,1987.81524609375,2613.60878448486,5067.57222966118,4167.83391579361,8524.58024965668,14439.0165619981,6433.34358934621,1922.82157064819,4966.44412809448,10049.8520861763,3668.92186820365,3650.17890397415,4381.38561822876,4490.96464013519,5769.35020141296,4964.19721834412,4731.74133611443,5315.50315831947,4884.93103188383,5051.43117588768
